Reviews,Ratings
Nice,5
Performance is good but some software optimisation needed for camera. Also it becomes slow after using few months ( working smoothly after factory reset),4
"Sound very low
qlty",3
Light heat,5
Very good,5
Good,5
"Nice smartphone.
Loved the product from flipkart",5
Good phone use very nice.,5
"This mobile is interesting and amazing

.....",3
Mobail is very good price and mobail is very good safe money,5
Very good product,4
Nice,5
Awsm mobile,5
Good,5
A better one with in 12500 range low budget with best quality phone....A better one with Good Camera and battery,4
Osm,5
Not bad,3
Very good product.,5
Interested,5
Cool performance,5
Good,3
"Bad phone.call recording system,call history and call record option all is bad.and realme ph also bad quality.",1
Value for Money product.,5
Very nice phone at this budget battery is too large and camera also good,5
Good,5
It is good budget phone,4
"Not a good phone to be honest. Camera Quality is poor, no NFC supported.",1
Good product,4
Quite Good according to money,5
Good,4
Value for money,5
"Bad phone.call recording system,call history and call record option all is bad.and realme ph also bad quality.",1
Value for Money product.,5
Very nice phone at this budget battery is too large and camera also good,5
Good,5
It is good budget phone,4
"Not a good phone to be honest. Camera Quality is poor, no NFC supported.",1
Good product,4
Quite Good according to money,5
Good,4
Value for money,5
Nyc,5
good product,3
Good,5
Nice ph,5
Product is very nice,4
Beat phone,5
All over awesome product,5
V good,5
Awesome 👍,5
Nice Phone,3
Very good,5
Super,5
Good,5
Suitable for home purpose .no more extraordinary performance,3
Budget phone,4
No good,1
"No matter display HD or not..it's so responsive and good to have...
IPS lsd hd+ enogh for home and business use..high speed performance....",5
"Super quality
And offer price",4
Worth every penny,5
Good product at this price,5
Good,4
Not better for gamer boy,3
Superb,5
Good,4
Very good,5
Nice,4
good experience,5
Very good product,4
Good smart phone I like very much,4
"Camera is not good, remaining all is medium not up to the mark as given by them in specification.",2
Better,4
Value for money,4
Good,4
Mobile is good with excellent battery back up,5
I love phone 😍,5
"Don't expect high performance and better camera quality at this price range. Mobile is good for normal usage and storage is 128gb, which is higher compared to other mobiles at this cost.",3
"At this price,better build quality and performance was expected",3
excellent... especially battery ..charges in a jifff.and u can use for hours and hours... I would recommend it....price is also average,5
Good product,5
Product quality is good in this price.,4
Good service and product,5
Nice phone,4
It's a good performance,5
Nice one,4
Camera is not good at all. Mobile is just ok. We have better mob then this in the same rate,3
Best one,5
Camera is very nice,4
Goof,5
"Camera 7/10
Battery 8/10
Performance 8/10",3
Not happy,2
Cheap and best,5
Thanks,4
nyc mobile,5
Nice product,5
"Not user friendly, though the battery and display is good. But the user interface is not friendly at all, the charger received along with the mobile is the size of a fist, so when you put it in the socket it covers the surrounding switches due to its size, so you can't switch them on....very pathetic design. Even the phone interface has many probs, also if you click a photograph instead of it showing on top in gallery, it goes down at the bottom. I don't know why many are raving about it.",2
Worth to buy,4
Excellent mobile,5
Best mobile in tha range,3
Nice Phone,5
Good,5
"Using it from past 6 months, excellent performance",5
Very good mobile,5
not expected as much,1
Very good,5
Heating problem,1
Best,4
"Wow my first real me...
Thank You flip😍",4
This ph is best..of all,4
Awosam,5
Good,5
Good quality and good service Flipkart,5
This product is very super,5
Very bed product personal suggest no one buy it,1
Good,3
Good,4
Nice and zaksss,5
Nyc,5
Super,4
Awesome mobile,5
Nice 👌🏻,5
Good,5
Good mbl and good performance,4
Overall good,5
Gud,5
Good,4
Realme smartphone was good but gives more specifition in this price,4
Good,4
Good battery,3
Good,5
Simply use,3
Nice,5
Good product.,5
Very nice👍👍,5
money wast....bad quality bad battery.... 8 hour full charge,1
Good,5
Nice mobile,4
Good phone,3
Super phone,5
Good phone,5
"No premium looking, camera is not good, overall it is waste of money",3
Nice,5
Good product.,5
Very nice👍👍,5
money wast....bad quality bad battery.... 8 hour full charge,1
Good,5
Nice mobile,4
Good phone,3
Super phone,5
Good phone,5
"No premium looking, camera is not good, overall it is waste of money",3
Overall good,4
Nice mobile,5
super,5
Nice,4
Osm camera,4
Good ok,4
Good,3
good,5
Nice 👍👍👍👍,5
Over all nice,5
"No other laptops can't beat this, at this price segment ⚡⚡⚡✨✨✨✨
✨Display - Best
✨Build - best in this segment ( except ports )
✨Battery backup : 6 - 8 hours for normal usage in 80% brightness with WiFi
✨ Fan noise almost equal to zero as mentioned by company
✨ For students its specifications are more than enough
✨ Windows 11 runs very smoothly on i3 10th gen also

Let's see how is the infinix after sale service !",5
"First of all the design is superb. Its compact and looks sturdy. The body gives the feeling of a premium laptop.
The display is excellent. 100% sRGB with 300nits brightness. Not even the top laptop brands are giving that in this price range.
Keyboard is OK with backlit. The backlit is not even through out but it's justifiable.
Speakers are really loud. You won't have any problem in watching movies. Listening to music is another joy.
Battery is superb. I used the laptop for more than 4hrs and ...",5
"1.First Flipkart Love it ❤️ Very Fast Delivery 🚚

2.Design a no.1 top notch👌

3.Display viewing Angle its Good 👌

4.Battery Good 👍

5.Performance It's Good 👌

6.Price Very Good 👍

7.Overall Good Price and Nice Laptop ❤️

8. The Trackpad Performance. Is Very 😔 bad😡
Any Time 3to5 time's tuch do it's a bad one


This price point 👉 good 👍❤️",5
"The design and build quality seems premium. The size is smaller than average laptops as it is 14inch. Note that it is made in China, although the brand is of Hong Kong.

The keyboard is very easy to use and spacious. Track pad is good but the trackpad buttons sometimes need to be pressed 2-3 times to click.

Same goes for the power button, it never turns on in a single press. The power button light is also blue which for me is very difficult to notice. It should have been normal white light.
...",4
"Just Brilliant ♥️, no match at 33k highly recommended....just keep in mind storage is fast but only 250gb from which you only get 200gb, you can add one Sd card & a M.2 ssd if you want...

Display size is bit small but definitely excellent
Else all good
1) great performance
2) great display
3) great battery life 6 hr on average
4) great backlit keyboard
5) great trackpad
6) great build full metal finish + the red color looks really punchy
Overall good for students, multimedia, little bit gamm...",5
"The build quality display battery and speakers are awesome. The performance is as expected from an i3 although in benchmark score there isn't much difference from an older i5 small thing like WiFi speed app opening times and animations are all slow in this which you would notice if you are coming from a ryzen 5 or i5

But I love this laptop because the display and the touch and feel the privacy switch the big battery a clean windows is with no bloatware and decent enough performance.

You ca...",5
"They not provide the support we have face some problem in our system. I have tried to contact for support in Infinix official website. But we are not able to reach to support team.

So my concern is this product is good and also very good design and worth for money. But after purchase definitely we need service provider or support contact.

If you have near by infinix service center you can purchase this product 👍.",3
"Ohh my god what a laptop it's brilliant.
My wife is so happy with this laptop its very useful for heavy software like AutoCAD,SAP etc.
Don't think go for it...",5
"Amzing laptop in pocket budget ☺☺☺☺ fully satisfied till now
Battery backup is too good
performance is too good
Screen quality is amazing
Overall fully satisfy
Go for product and quality not for brand",5
"Absolutely 5 stars for this beauty.

Eye catching design
Performance is great for this price range
Easy to carry (slim and light weight)
Display is great with Full HD and 300 nits brightness is an advantage and blissful
Speakers are great (crisp and clear)

Flipkart delivery service was delayed much. But for that couldn't blame the laptop. Must buy product.",5
"Its a very good product. Better than most in this price.
Build : 4.5/5 (not macbook level, but great indeed)
screen : 4.5/5
speakers : 4/5 (loudness is great but not clarity)
performance : 4.5/5
storage speed : 4/5 (upto 6Gbps)
battery: 4/5 (around 8 hours)
keyboard: 4/5 (key treble could have been better)
trackpad : 5/5
charging speed : around 90 minutes",5
It's a good product for student . it's is so compact and easy to carry . With this window 11 support is also good . Battery performance is as good as mentioned but time of charging you face some issue of charger heating. The design is also classic. And touchpad is so smooth. It's a valuable product mostly for student 🙏🙏🙏🙏,5
"I buy it in 29k 🥰 because I am smart buyer.
Highly recommend this is best in 40k segment I use this 1 months and finally my review that is has best display
Battery
Built and quality
Ram and storage
I challange that no one stand on this price segment",4
"Very happy
Unexpected experience with this price range
Display quality amazing
Build quality is nice
Performance very smooth
Overall very nice laptop for student and office work also business
Very smooth experience with infinix",5
"Dear sir, Very good and very fine for this laptop but I am expecting red colour but stock over at that time of order any way I am happy with this laptop colour and updated software.thank you sir",5
"It's been five days since using this masterpiece
This laptop is for my office use only about the battery its lasts about 8 office hrs.'
The camera could be better
when I updated windows then there was an issue that' the touchpad was working automatically but I restarted then it got fixed automatically
I'm impressed with this you couldn't find any at this price


Specially thank Great Flipkart service I've got the laptop within just 3days unexpected
I've really amazing experience with se...",4
"Seriously buy this one
One of the best laptop
In 30000 it's like a macbook awesome display
Superb touchpad fast charging average camera u can play freefire Minecraft like games in multitasking without and lag
U can buy
Worth it product
My lappy specs i3 10th gen",5
"Recently purchased, this my initial impression and also initial review so, that about battery, performance i will talk later

# First thing is Display 💯 sRGB IPS model there is huge difference for 45%NTSC to this laptop's display full colorful to your eye you will enjoy. If you seen your mobile IPS LCD display comparing both i will vote this laptop like 10% better because it shows full black. There is HDR stream option in settings you can check out. There no screen guard you need to buy and ...",4
"If you like to be sensible with your spendings, and want a sturdy laptop that serves the purpose of daily work life, this is the one.

Very good build quality and smooth performance, people who are complaining about the quality of charger, lemme tell the charger provided is of good quality and what u get in this budget is descent.

Overall good quality laptop from infinix.
Metal build is solid.",5
"⭐️⭐️⭐️⭐️
Design- Good 😊
Built Quality- Good 😎
Display- Good, good viewing angles, good colours, 3 side thin bezels 😎
Camera- best in this segment 😎
Battery backup- Good, can expect 5-6 hrs multitasking🙂
Sound- Not bad/ Not too loud🙂
Touchpad- Could be better😔
Windows 11- Runs Smoothly😎
SSD- Boots up fast takes around 6 secs to desktop😎",4
"Its a very good product. Better than most in this price.
Build : 4.5/5 (not macbook level, but great indeed)
screen : 4.5/5
speakers : 4/5 (loudness is great but not clarity)
performance : 4.5/5
storage speed : 4/5 (upto 6Gbps)
battery: 4/5 (around 8 hours)
keyboard: 4/5 (key treble could have been better)
trackpad : 5/5
charging speed : around 90 minutes",5
It's a good product for student . it's is so compact and easy to carry . With this window 11 support is also good . Battery performance is as good as mentioned but time of charging you face some issue of charger heating. The design is also classic. And touchpad is so smooth. It's a valuable product mostly for student 🙏🙏🙏🙏,5
"I buy it in 29k 🥰 because I am smart buyer.
Highly recommend this is best in 40k segment I use this 1 months and finally my review that is has best display
Battery
Built and quality
Ram and storage
I challange that no one stand on this price segment",4
"Very happy
Unexpected experience with this price range
Display quality amazing
Build quality is nice
Performance very smooth
Overall very nice laptop for student and office work also business
Very smooth experience with infinix",5
"Dear sir, Very good and very fine for this laptop but I am expecting red colour but stock over at that time of order any way I am happy with this laptop colour and updated software.thank you sir",5
"It's been five days since using this masterpiece
This laptop is for my office use only about the battery its lasts about 8 office hrs.'
The camera could be better
when I updated windows then there was an issue that' the touchpad was working automatically but I restarted then it got fixed automatically
I'm impressed with this you couldn't find any at this price


Specially thank Great Flipkart service I've got the laptop within just 3days unexpected
I've really amazing experience with se...",4
"Seriously buy this one
One of the best laptop
In 30000 it's like a macbook awesome display
Superb touchpad fast charging average camera u can play freefire Minecraft like games in multitasking without and lag
U can buy
Worth it product
My lappy specs i3 10th gen",5
"Recently purchased, this my initial impression and also initial review so, that about battery, performance i will talk later

# First thing is Display 💯 sRGB IPS model there is huge difference for 45%NTSC to this laptop's display full colorful to your eye you will enjoy. If you seen your mobile IPS LCD display comparing both i will vote this laptop like 10% better because it shows full black. There is HDR stream option in settings you can check out. There no screen guard you need to buy and ...",4
"If you like to be sensible with your spendings, and want a sturdy laptop that serves the purpose of daily work life, this is the one.

Very good build quality and smooth performance, people who are complaining about the quality of charger, lemme tell the charger provided is of good quality and what u get in this budget is descent.

Overall good quality laptop from infinix.
Metal build is solid.",5
"⭐️⭐️⭐️⭐️
Design- Good 😊
Built Quality- Good 😎
Display- Good, good viewing angles, good colours, 3 side thin bezels 😎
Camera- best in this segment 😎
Battery backup- Good, can expect 5-6 hrs multitasking🙂
Sound- Not bad/ Not too loud🙂
Touchpad- Could be better😔
Windows 11- Runs Smoothly😎
SSD- Boots up fast takes around 6 secs to desktop😎",4
"GREAT PRODUCT. JUST LOVED IT .
KEY FEATURES
# GREAT BATTERY 🔋 PERFORMANCE
# BACKLIT KEYBOARD
# FAST CHARGING
# FAST BOOTING
# GREAT DISPLAY",5
"Very good product, touchpad and power button have some issues like i have to press it a little hard to make it work, rest is perfect for this price range, display is very good and boot up time is also fast thanks to the SSD. Overall I'm satisfied with the product.",5
This is the best laptop it is more than 30k it's original value be like 35 to 40 k but it still on 30 k buttery smooth performanc .i can't accept this type of perfomance on i3 10 gen and battery is really work 7 to 9 hrs with chrome and using internet,5
"Value for money with great specifications,
Lots of ports,
Backlight keyboard,
Quad speaker with dts sound is excellent,
Battery backup is last for 8 to 9 hours
Super fast charging 70% in 1 hour
Display also good brightness
Laptop made of full stainless steel with less weight.

In this price range infinix done a great job and in this price no other brands given like this specifications and ports.

Special features in this laptop is manual camera on and off switch. It is used to avoid hackin...",5
"I'm writing this review after two months of usage. laptop in this range is worth for every penny I've spent on this it's really a awesome laptop the design, performance, price everything is worth buying, I suggest you to buy this budget laptop",5
"After five months of experience of this laptop.I would say it's performance is good, battery is supper, no heating problem , Overall all its good laptop and I will recommend you if you are beginner,good for online study as well.But not for very heavy work / heavy software user's/gaming.
But I was facing some time display related problems like flickering problem.

•Battery five star ⭐⭐⭐⭐ ⭐
•perfomance ⭐⭐⭐ ⭐
•display ⭐⭐
• Recommend ⭐⭐⭐⭐",5
"Overall good laptop Under 30k. Display is good but it has some problem in brightness, suddenly it's gets low. you will get little shock while charging due to Metal body. Not for heavy task only good for normal use...So if you want a laptop for entertainment and little works then go for it.",4
If you are like me who seeks justification for every penny spent. This is the right product. And if you do not care about money Macbook is the best ch🙄🙄. Hope you get what I mean.,5
One of the most perfect designed laptop for such price segment...i just loved it...very Fast Performance and such a huge battery life..Thanks infinix keep Going and thanku flipkart so fast delivery🔥,5
"Works faster and boot in 2sec
Display viewed from all side is good like led tv
Keyboard backlight is useful
Camera and mic on off switch is more useful
Battery is longer than 10 hours
Weight is more due to metal body
For this price infinix only the best in market
Even rs.50 thousand above laptops are not worth before infinix",4
"GREAT PRODUCT. JUST LOVED IT .
KEY FEATURES
# GREAT BATTERY 🔋 PERFORMANCE
# BACKLIT KEYBOARD
# FAST CHARGING
# FAST BOOTING
# GREAT DISPLAY",5
"Very good product, touchpad and power button have some issues like i have to press it a little hard to make it work, rest is perfect for this price range, display is very good and boot up time is also fast thanks to the SSD. Overall I'm satisfied with the product.",5
This is the best laptop it is more than 30k it's original value be like 35 to 40 k but it still on 30 k buttery smooth performanc .i can't accept this type of perfomance on i3 10 gen and battery is really work 7 to 9 hrs with chrome and using internet,5
"Value for money with great specifications,
Lots of ports,
Backlight keyboard,
Quad speaker with dts sound is excellent,
Battery backup is last for 8 to 9 hours
Super fast charging 70% in 1 hour
Display also good brightness
Laptop made of full stainless steel with less weight.

In this price range infinix done a great job and in this price no other brands given like this specifications and ports.

Special features in this laptop is manual camera on and off switch. It is used to avoid hackin...",5
"I'm writing this review after two months of usage. laptop in this range is worth for every penny I've spent on this it's really a awesome laptop the design, performance, price everything is worth buying, I suggest you to buy this budget laptop",5
"After five months of experience of this laptop.I would say it's performance is good, battery is supper, no heating problem , Overall all its good laptop and I will recommend you if you are beginner,good for online study as well.But not for very heavy work / heavy software user's/gaming.
But I was facing some time display related problems like flickering problem.

•Battery five star ⭐⭐⭐⭐ ⭐
•perfomance ⭐⭐⭐ ⭐
•display ⭐⭐
• Recommend ⭐⭐⭐⭐",5
"Overall good laptop Under 30k. Display is good but it has some problem in brightness, suddenly it's gets low. you will get little shock while charging due to Metal body. Not for heavy task only good for normal use...So if you want a laptop for entertainment and little works then go for it.",4
If you are like me who seeks justification for every penny spent. This is the right product. And if you do not care about money Macbook is the best ch🙄🙄. Hope you get what I mean.,5
One of the most perfect designed laptop for such price segment...i just loved it...very Fast Performance and such a huge battery life..Thanks infinix keep Going and thanku flipkart so fast delivery🔥,5
"Works faster and boot in 2sec
Display viewed from all side is good like led tv
Keyboard backlight is useful
Camera and mic on off switch is more useful
Battery is longer than 10 hours
Weight is more due to metal body
For this price infinix only the best in market
Even rs.50 thousand above laptops are not worth before infinix",4
"Excellent laptop at this price. Display quality is very good but it is small for me. I have always used 15.6 "" Screen laptops. Initially display size looked very small but now it is OK. Windows 11 Pre Installed but Office needs to be activated. Best battery backup I have ever seen. All normal works can be easily done, not meant for gaming.",5
Best laptop,5
Nice Laptop 👍,5
"No doubt the laptop is little above average. It is very good value for money.

Let me share what are the cons of this device.

1. The biggest issue with the device is, power leaking.

As the charger adapter has only two pin and no third pin, which is for earthing. So whenever you charge this device there is little current passing through entire body of laptop since the laptop is fully metal (aluminium) and I just don't feel right charging the device like this. In long run this will obviousl...",4
"Battery 10/10🔋
Sound 10/10 🔊
Bass 8/10
Performance 8/10
Display 9.2/10 🖥️
Charging time 1 hour
Keyboard 8/10
Camara 9.1/10
No heating normal task
Brightness & colour amazing
Body is 100% metalic
😍😍😍😍",5
"Best laptop at this price level, Best thing in this laptop is it's display. Loved it ☺️",5
What a look 😍and design,4
"Laptop is cool, it's performance is good and sound and display is also good.",5
Just loved it ❤️,5
"It's, good only for browsing, study and normal use..
3i .....",4
I'll give it 5 stars ⭐⭐⭐⭐⭐,5
"There is absolutely no doubt that, it is a very good Laptop at this price range.
Just Go for It.

😍😍😍😍😍😍😍",5
"Smart and optimized design.
Excellent aesthetic and appearance.
Processing speed is very good.
Battery life is not as much as mentioned but it is around 7hrs backup.",5
I had think about this laptop for more than about 100 times but in this price range this laptop is more good than its price .it is totally worthy,5
This product is most likely .this is very good at long time battery backup,4
Got it at 36k & totally value for money but can't say about after sale service.,5
"Really Amazing Laptop in this segment
Just Go and Buy it ....",5
"Value for money...
Best in the market in this price range
But adaptor is defective... Leaking shock during charging",3
"Tq Flipkart this laptop so amazing at this price range
Battery capacity is to good and camera is 3/5 not bad but good at this segment",5
"Received yesterday and charging stopped within 1 hour.
Checked all the settings. Charger was too Hot and had some burned smell. It seems the accessories are used of low quality",3
I'll give it 5 stars ⭐⭐⭐⭐⭐,5
"There is absolutely no doubt that, it is a very good Laptop at this price range.
Just Go for It.

😍😍😍😍😍😍😍",5
"Smart and optimized design.
Excellent aesthetic and appearance.
Processing speed is very good.
Battery life is not as much as mentioned but it is around 7hrs backup.",5
I had think about this laptop for more than about 100 times but in this price range this laptop is more good than its price .it is totally worthy,5
This product is most likely .this is very good at long time battery backup,4
Got it at 36k & totally value for money but can't say about after sale service.,5
"Really Amazing Laptop in this segment
Just Go and Buy it ....",5
"Value for money...
Best in the market in this price range
But adaptor is defective... Leaking shock during charging",3
"Tq Flipkart this laptop so amazing at this price range
Battery capacity is to good and camera is 3/5 not bad but good at this segment",5
"Received yesterday and charging stopped within 1 hour.
Checked all the settings. Charger was too Hot and had some burned smell. It seems the accessories are used of low quality",3
Awesome and classy performance of this laptop many persons advised me not to buy this company's laptop as it is new in Market but nowww all have become fan of it .... Just go for it..,5
"Best performance, battery 🔋🔋🔋 awesome",5
"Value for money.

Good build quality.

Premium look.

Compared to other brands, less price and more features like screen display, Backlit, Aluminium body etc.

Don't think if you want to buy it, go for it (well almost all internal components might be the same which are also used by branded laptop manufacturers) so you can trust.",5
Best in this price segment performance + latest functions + new design 👌 + budget friendly,5
I would suggest everyone to buy. value for money........,4
Very good product. Design and performance are so good. Battery backup is also good.👍👍,5
Good laptop at its price segment,5
Good,4
Very happy,5
Good inbook x1,5
Excellent Product.,5
"The product is awesome , 4 stars because of late delivery .

display--4.5 stars
sound quality -- 4 stars
battery backup -- 4.5 stars(not in hard use)
design and build -- 4 stars
camera quality --3.5stars
backlit keyboard -- 4 stars(it has two stage of brightnes)

the ratings are out of 5 stars

the only problem i got for power buttun i have to press it for 2 to 3 times , over all good laptop in this segment .

thanks for reading.",4
Nice,5
"Excellent laptop...
No any one beat this laptop in this price...",5
This is a very good laptop. Anyone who wants to buy a laptop in those price segment for those this is a very good choice. I purchesed this laptop in 35999. My user experience on this laptop is very good.👍👍👍,5
"Not satisfied my laptop SSD is not working they are using cheaper parts. I have lost my all important data. Buy at your own risk.
They are decreasing price why because product is not good.",1
"I am currently on 4th day using this laptop.
I will update after a month of using this laptop.",4
It's amazing.....,5
Really very nice laptop....I'm so happy 😇,3
"Compromised on the charger which is a very disappointing thing considering that metel body, the laptop gives enough shock to not use it. Very difficult to use sometimes.",3
"It’s just awesome.. design, built, look and speed.. all are very good 👌 worth every penny..u can go for it without any hesitation. Thanks flipkart",5
Best laptop ever nice speed,5
"Iam satisfied 😊 and wonderful laptop , don't think go for it",5
I loved it. Display is awesome. Slight heating issue.,5
"performance 5 out of 5
battery 🔋 5 out of 5
display 5 out of 5
value for money 5 out of 5",5
"I love it ❤well booting time and performance also very well,🎊👌 display is quality is very good n overally very best laptop in this price👍🤘",5
wrost product my money waste & seller is not good,1
Carry Good Gaming And 4k Video Editing and Carry Google Display ..... LOVE LAPTOP AND BEST LAPTOP,5
"Display size is bit small you will see difference
256 GB is not enough so go for upper version
Sound quality is good one
HEATING ISSUE WHILE CHARGING
You feel ELECTRIC SHOCK on surface while charging
Overall It is OKAY for day to day usage.
DON'T KNOW WHY THEY DECREASING PRICES MOST OF PEOPLE BOUGHT THIS LAPTOP AT EXPENSIVE PRICE BUT NOW IT IS 3000 RUPEES LOW",3
"Earthing senses near the mousepad area while charging. Apart from that, performance is good 👍",3
Nice,4
After 5 to 10 days charger is not working......And most ridiculous not support any C type charger with this Laptop.....Very Sad,1
PATHETIC PRODUCT PATHETIC SERVICE. If you love your money and want to live in pease if you want to be happy in future then don't by this laptop at all,1
Best laptop in this price range.,5
Screen blinking issue,1
Battery not charging aftr 5 days,1
"worst product dont buy there are many fault
as well as hangs too much
auto screen off😭😭😭😭😭😭
after 3 month charger damaged not working
dont buy",1
"I have noticed an issue with the laptop. When connected to power adapter, if we touch any part of the metal body there will be a vibration(kind of like an earth shock). I had made a replacement and the new piece also has the same issue. I'm sure many others would have noticed. It's very negligible like an earth shock but still a defect nonetheless. When you have kids around it would be a concern to keep using it. Otherwise it's a great value for money product. Love the rest of it.",3
"Excellent product at this price
Using since last 15 days
Following observations till now
Approx 200 GB usable memory, SD card slot available, which may be used for extra memory
MS office not available
180 degree screen
Superb outer appearance
Backlit keyboard
Light weight
Speed is good
Sound excellent
Display excellent
Non removable battery, backup is good
Type C charger, which can be used for mobiles, too
Just concerned about after sales service and long term performance",5
"Value for Money !!!
I'm using first time the Infinix brand, I can surely say that product is awesome 👍🏻!!
It's my personal choice you can go for it !! After that it's all up to you !! 😊",5
Goog product,4
Very nice product infinix ♥️♥️♥️♥️,5
Over all best in this price segment.,5
Nice,5
"Nice laptop for basic things..you easily do basic things..like excel ,power point and coding also...but it not for gaming and high editing software.....",4
"I really liked the laptop, there is no problem of any kind in it.",5
"i Got this laptop Inbook i3 p;rocessor.
pros: good metallic finish and fast processor
but cons are : 1)this laptop has heating issue while charging, it heats up quickly and adapter too.
2) the track pad is not very responsive sometimes even after 2 or 3 clicks.

apart from these cons the feathers are very goood.
#infinix please improve these drawbacks",3
"It's one month review...no heating issue,perfect connectivity,perfect sound,perfect display,perfect built,superb battery,nice charging ....over all perfect perfect",4
I had a fear in this company because I bought infinix product frst time . But it's a awesome l love it. Nice bild quality and everything exlent ....,5
"if you are a person needs product quantity, good battery backup, premium look, portability, display and Audio quality ... what's more? .. believe me its worth.

'except hard gaming' its not a gaming laptop. be realistic see what really matters.",5
Very good products,4
Found the charging problem in a 1st week,1
Super,5
"This product was very beautiful and nice for this amount. But a little problam is occurring.
During laptop using and charger 🔋🔌 is connected.
A small current / vibration are feel in built metel surface.
I feel it daily.",4
Excellent laptop and good performance,5
My infinix laptop not working,1
"excellent
good battery
good display
keyboard working smoothly
no heating problem
fast charging
response time fast
Over all Good Choices",5
i got laptop today ... and its not charging ... charging stoped ... manufacturing defect,1
Some keyboard buttons are not working and no customer care support from the first day.,2
some problems,1
It is getting probkems after a month,1
After 10day use there is noise on one side of the speaker bad,1
This is good laptop. Value for money. But it should be made in indian,4
I bought a laptop it's not working power on button also damaged,1
"Very bad product , useless product, Battery is not charger after use of 7 days. How it is solve?",1
"I have just now purchased it only 2 days back. It's too early to give a proper review but I agree that design and cost deserve 4 stars from me.
Rest are given three star because I need time to run it. Yes audio quality is too good",3
"Left side speekers not working
Waste of money",1
Charging problem,1
1 USB Port not working.,1
While charging you may get electric shock for body,1
Best laptop i ve ever bought. Build quality is fine and everything is acceptable at this price. Till now no problem with this laptop but the power button is sometimes needed to be pressed hard.,5
"Best performance under 30000 laptops.
I am doing hard-core multitasking with this laptop and this is not lagged even once. I have not done gaming or video editing with this yet. This is the best laptop for students or professionals who are using it for development purposes.",5
"I'm sharing my feedback after 1 month of complete use, battery's only last for 4hrs of continuous use not more than that, I can't say performance is very good i can considered it ok because after 1 month of use i found little bit of problem in scrolling section. Design is good",3
"I give review after 20 days use of this book , it was superb at all level like display,sound,speed,and battery,",5
"Performance, design, display, battery and built are top quality, only concern is how long this can serve the purpose(Chinese).",5
Very good,5
product is good build quality is superb battery backup osm but Flipkart Delivery process very pooor,3
This is a gift for my daughter. For all the school online work. I got a very good deal so I am not complaining. It has all the necessary bells and whistles to go with it. The processor is a 10th gen one but it still gets the job done. I think a definite value for money laptop.,4
Good product amazing performance......I like it,4
Beast in the series.,5
"Value for money. Amazing at this price rate.
best battery backup. even better than MacBook pro battery backup.
the trackpad is sub-quality compared to the MacBook pro. It does not have a glass trackpad and hence has to use a mouse.",4
Its good,4
Awesome products ..,4
totally amazing at this price.,5
Sometime it doesn't respond when I connect my phone with my laptop to transfer any file processor is not good,3
Performance is good but price not good.,3
Every things is good and nice the camera key very small.,4
It's really mesmerizing... I just loved it 😍😍😌😌it fulfills all the qualities that it claims.... Light weight of it makes carrying very easy😎,5
"Using more than one month smooth functioning battery backup is almost 6 hours
Best part is design screen quality and quad speakers
Light laptop with almost every port camera quality is good",5
after 2 days of usage total Paisa wasool product.,5
One of the best laptop in this price range,4
.no one cant beat in this price range😍,5
If you want a laptop for general purpose and can't decide which one to buy then buy this you won't regret,5
"Super budget core i3 laptop.

Display....5/5
Built Quality....5/5
Battery.....4.5/5
Heating issue...5/5
Performance...4.1/5
Weight....4.5/5

Thanks infinix. 🙏",5
While charging thin current is passing on the body of laptop,3
"Its osm
After 15 day use feedback
Its amazing power
This price range osm
Full metal body",5
I can't recommend this laptop speaker are very bad and display pixel are ded and laptop fain make noise heating isue,1
Windows crashed couldn't use even once,1
"My product broke down right after replacement period from Flipkart. I have been trying to contact the company and customer centre, but it is impossible. There is no way to get the product replaced, the company has no value for the time and money you spent on this. I recommend not to buy this product.",1
one of the best laptop in price range,5
"it was very amazing product
Build quality super
Display quality amazing
Keyboard quality fantastic
Speaker quality super",3
Hot deal 👍🔥🔥🔥,4
"Best laptop 💻 in this price
Best performance
Best design
Best battery backup",5
Never ever buy this laptop. I received it today. Touchpad not working and laptop is crashing. It's worst product to invest in.,1
Charger stopped working within 3 months,1
Defective item touch pad is not working,1
Bad,1
"Late delivery but i like this product. performance is absolutely amazing and battery backup is good
VALU FOR MONEY!",4
"It is true beast... Value for money...
I bought it for trading...!!!",5
This thing broke in 4 months such a low quality,1
Product is good but delivery is too late,5
Overall my first impression is good,4
Product is good 👌 but it's not have office 365 . Office 365 is a necessary solution for all students and officials people. So i request please provide office 365. Over all laptop 💻 is ok for students and officials users,3
Those claims of battery backup upto 13 hours is completely fake as it merely stands for 5 hours for normal videoplayback,2
After one month perches some Key's of keypads not working properly disappointing 🥴🥴🥴🥴,1
Good products,5
Charging was not working. I was utterly disappointed..,1
Earlier I received a defected one but replacement experience was really good.. thanks to flipkart for this amazing product,5
Awesome,5
perfect,5
"very nice product
1- Display- 5*
2- Design & Quality- 5*
3- Battery- 5*
Nothing better than this for this price
I have given all these reviews after using this laptop for 5 days.",5
"• Metal Finish, Ultra thin Bezels, Light Weight
• Backlit Keyboard, Full HD Display, Webcam&Mic ON/OFF button
• Windows 11 out of the Box.
• Recommended",5
Overall safisfied with the product.,5
Totally gud speed display,4
Mind blowing leptop 😍,5
Best display,4
"It is a great purchase at this price range. The design, built quality, processor speed everything is awesome.",5
